provider,arm,probe_type,event,probe_id,rep,delay_s,prefix_tokens_target,t_iso,cache_creation,cache_read,input_tokens,latency_ms,est_cost_usd,note
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-3,3,,4118,2026-07-06T17:06:37+00:00,4119,0,7,993.1,0.005156,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r3,3,480,4832,2026-07-06T17:06:39+00:00,4833,0,7,874.5,0.006048,d_act=480.1
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d240-r0,0,240,4832,2026-07-06T17:06:40+00:00,0,4835,7,1732.0,0.001471,d_act=239.4
openai,openai-24h,ttl,read,openai-24h-d480-r3,3,480,4832,2026-07-06T17:06:40+00:00,0,4736,4845,590.8,0.001486,d_act=479.8
openai,openai-4o-default,tier,read,openai-4o-default-d240-r0,0,240,4832,2026-07-06T17:06:41+00:00,0,4736,4843,874.7,0.006188,d_act=239.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r3,3,480,4832,2026-07-06T17:06:42+00:00,0,4831,7,607.3,0.000490,d_act=479.9
openai,openai-bisect,bisect,write,openai-bisect-3,3,,992,2026-07-06T17:06:44+00:00,0,0,1004,864.8,0.000602,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d480-r3,3,480,4832,2026-07-06T17:06:44+00:00,0,0,4843,649.2,0.002906,d_act=480.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r5,5,315,4832,2026-07-06T17:06:51+00:00,4834,0,7,2109.2,0.006050,d_act=316.5
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-3,3,15.0,4118,2026-07-06T17:06:51+00:00,0,4119,7,695.5,0.000419,d_act=14.7
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d240-r1,1,240,4832,2026-07-06T17:06:52+00:00,0,4834,7,2526.2,0.001471,d_act=239.5
openai,openai-4o-default,tier,read,openai-4o-default-d240-r1,1,240,4832,2026-07-06T17:06:52+00:00,0,4736,4844,563.9,0.006190,d_act=239.8
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r5,5,315,4832,2026-07-06T17:06:54+00:00,0,4833,7,851.3,0.000490,d_act=311.1
openai,openai-24h,ttl,read,openai-24h-d315-r5,5,315,4832,2026-07-06T17:06:54+00:00,0,4736,4846,3130.4,0.001487,d_act=317.1
openai,openai-inmem,ttl,read,openai-inmem-d315-r5,5,315,4832,2026-07-06T17:06:55+00:00,0,4736,4842,522.0,0.001484,d_act=315.0
openai,openai-bisect,bisect,read,openai-bisect-3,3,15.0,992,2026-07-06T17:06:58+00:00,0,0,1004,492.9,0.000602,d_act=14.6
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d240-r2,2,240,4832,2026-07-06T17:07:03+00:00,0,4832,7,1494.7,0.001471,d_act=239.0
openai,openai-4o-default,tier,read,openai-4o-default-d240-r2,2,240,4832,2026-07-06T17:07:04+00:00,0,4736,4843,455.5,0.006188,d_act=239.8
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-4,4,,3999,2026-07-06T17:07:07+00:00,0,0,4008,822.6,0.004008,model=claude-haiku-4-5-20251001
openai,openai-bisect,bisect,write,openai-bisect-4,4,,1040,2026-07-06T17:07:13+00:00,0,0,1051,470.1,0.000631,model=gpt-4o-mini
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-4,4,15.0,3999,2026-07-06T17:07:23+00:00,0,0,4008,1857.5,0.004008,d_act=16.0
openai,openai-bisect,bisect,read,openai-bisect-4,4,15.0,1040,2026-07-06T17:07:28+00:00,0,1024,1051,472.0,0.000323,d_act=15.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r1,1,720,4832,2026-07-06T17:07:35+00:00,4834,0,7,1178.4,0.006050,d_act=720.4
openai,openai-24h,ttl,read,openai-24h-d720-r1,1,720,4832,2026-07-06T17:07:36+00:00,0,0,4844,622.0,0.002906,d_act=719.5
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-5,5,,4058,2026-07-06T17:07:37+00:00,0,0,4064,1303.9,0.004064,model=claude-haiku-4-5-20251001
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r1,1,720,4832,2026-07-06T17:07:39+00:00,0,4832,7,864.5,0.000490,d_act=720.1
openai,openai-inmem,ttl,read,openai-inmem-d720-r1,1,720,4832,2026-07-06T17:07:40+00:00,0,0,4841,540.9,0.002905,d_act=720.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r5,5,360,4832,2026-07-06T17:07:43+00:00,4834,0,7,861.8,0.006050,d_act=359.3
openai,openai-bisect,bisect,write,openai-bisect-5,5,,1016,2026-07-06T17:07:43+00:00,0,0,1031,673.4,0.000619,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d360-r5,5,360,4832,2026-07-06T17:07:44+00:00,0,4736,4843,523.6,0.001485,d_act=360.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r5,5,360,4832,2026-07-06T17:07:47+00:00,0,4835,7,752.0,0.000491,d_act=359.7
openai,openai-inmem,ttl,read,openai-inmem-d360-r5,5,360,4832,2026-07-06T17:07:48+00:00,0,4736,4846,479.8,0.001487,d_act=359.9
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-5,5,15.0,4058,2026-07-06T17:07:51+00:00,0,0,4064,516.5,0.004064,d_act=14.2
openai,openai-bisect,bisect,read,openai-bisect-5,5,15.0,1016,2026-07-06T17:07:58+00:00,0,0,1031,560.3,0.000619,d_act=14.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r4,4,480,4832,2026-07-06T17:08:15+00:00,4832,0,7,919.4,0.006047,d_act=480.1
openai,openai-24h,ttl,read,openai-24h-d480-r4,4,480,4832,2026-07-06T17:08:17+00:00,0,0,4844,1255.3,0.002906,d_act=480.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r4,4,480,4832,2026-07-06T17:08:19+00:00,0,4834,7,804.3,0.000490,d_act=480.0
openai,openai-inmem,ttl,read,openai-inmem-d480-r4,4,480,4832,2026-07-06T17:08:21+00:00,0,0,4845,1499.9,0.002907,d_act=480.7
openai,openai-4o-default,tier,read,openai-4o-default-d360-r0,0,360,4832,2026-07-06T17:08:44+00:00,0,4736,4843,468.5,0.006188,d_act=358.9
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d360-r0,0,360,4832,2026-07-06T17:08:45+00:00,4833,0,7,2722.1,0.018145,d_act=360.7
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d360-r1,1,360,4832,2026-07-06T17:08:56+00:00,4834,0,7,2046.4,0.018149,d_act=359.2
openai,openai-4o-default,tier,read,openai-4o-default-d360-r1,1,360,4832,2026-07-06T17:08:56+00:00,0,4736,4843,517.7,0.006188,d_act=359.6
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d360-r2,2,360,4832,2026-07-06T17:09:08+00:00,4834,0,7,2191.6,0.018149,d_act=360.3
openai,openai-4o-default,tier,read,openai-4o-default-d360-r2,2,360,4832,2026-07-06T17:09:08+00:00,0,4736,4843,612.0,0.006188,d_act=359.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r2,2,720,4832,2026-07-06T17:09:10+00:00,4835,0,7,565.6,0.006051,d_act=720.0
openai,openai-24h,ttl,read,openai-24h-d720-r2,2,720,4832,2026-07-06T17:09:12+00:00,0,0,4844,528.5,0.002906,d_act=719.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r2,2,720,4832,2026-07-06T17:09:15+00:00,0,4834,7,833.6,0.000490,d_act=720.0
openai,openai-inmem,ttl,read,openai-inmem-d720-r2,2,720,4832,2026-07-06T17:09:16+00:00,0,0,4844,693.4,0.002906,d_act=719.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r5,5,480,4832,2026-07-06T17:09:51+00:00,4832,0,7,734.8,0.006047,d_act=480.0
openai,openai-24h,ttl,read,openai-24h-d480-r5,5,480,4832,2026-07-06T17:09:52+00:00,0,4736,4844,645.6,0.001486,d_act=480.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r5,5,480,4832,2026-07-06T17:09:55+00:00,0,4833,7,993.2,0.000490,d_act=478.1
openai,openai-inmem,ttl,read,openai-inmem-d480-r5,5,480,4832,2026-07-06T17:09:57+00:00,0,4736,4843,1296.3,0.001485,d_act=480.7
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r3,3,720,4832,2026-07-06T17:10:47+00:00,4833,0,7,1243.4,0.006048,d_act=720.4
openai,openai-24h,ttl,read,openai-24h-d720-r3,3,720,4832,2026-07-06T17:10:48+00:00,0,0,4843,580.3,0.002906,d_act=719.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r3,3,720,4832,2026-07-06T17:10:51+00:00,0,4833,7,944.1,0.000490,d_act=719.5
openai,openai-inmem,ttl,read,openai-inmem-d720-r3,3,720,4832,2026-07-06T17:10:53+00:00,0,0,4843,853.1,0.002906,d_act=720.2
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r4,4,720,4832,2026-07-06T17:12:24+00:00,4834,0,7,1893.3,0.006050,d_act=721.1
openai,openai-24h,ttl,read,openai-24h-d720-r4,4,720,4832,2026-07-06T17:12:25+00:00,0,0,4844,1110.8,0.002906,d_act=720.6
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r4,4,720,4832,2026-07-06T17:12:27+00:00,0,4833,7,1576.5,0.000490,d_act=720.7
openai,openai-inmem,ttl,read,openai-inmem-d720-r4,4,720,4832,2026-07-06T17:12:28+00:00,0,0,4844,554.0,0.002906,d_act=719.9
openai,openai-24h,ttl,read,openai-24h-d720-r5,5,720,4832,2026-07-06T17:14:00+00:00,0,0,4842,630.2,0.002905,d_act=718.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r5,5,720,4832,2026-07-06T17:14:01+00:00,4833,0,7,3556.1,0.006048,d_act=723.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r5,5,720,4832,2026-07-06T17:14:04+00:00,0,4833,7,1758.4,0.000490,d_act=720.7
openai,openai-inmem,ttl,read,openai-inmem-d720-r5,5,720,4832,2026-07-06T17:14:04+00:00,0,0,4842,654.5,0.002905,d_act=720.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r0,0,1200,4832,2026-07-06T17:14:07+00:00,4833,0,7,1067.4,0.006048,d_act=1200.4
openai,openai-24h,ttl,read,openai-24h-d1200-r0,0,1200,4832,2026-07-06T17:14:09+00:00,0,0,4844,817.0,0.002906,d_act=1199.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r0,0,1200,4832,2026-07-06T17:14:10+00:00,0,4832,7,636.6,0.000490,d_act=1200.0
openai,openai-inmem,ttl,read,openai-inmem-d1200-r0,0,1200,4832,2026-07-06T17:14:12+00:00,0,0,4841,613.4,0.002905,d_act=1200.1
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d720-r0,0,720,4832,2026-07-06T17:14:48+00:00,4832,0,7,2404.0,0.018141,d_act=713.8
openai,openai-4o-default,tier,read,openai-4o-default-d720-r0,0,720,4832,2026-07-06T17:14:48+00:00,0,4736,4844,506.1,0.006190,d_act=719.6
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d720-r1,1,720,4832,2026-07-06T17:15:00+00:00,4833,0,7,2156.0,0.018145,d_act=720.3
openai,openai-4o-default,tier,read,openai-4o-default-d720-r1,1,720,4832,2026-07-06T17:15:00+00:00,0,4736,4846,578.4,0.006195,d_act=720.0
anthropic,anthropic-sonnet-5m,tier,read,anthropic-sonnet-5m-d720-r2,2,720,4832,2026-07-06T17:15:12+00:00,4833,0,7,2479.2,0.018145,d_act=720.5
openai,openai-4o-default,tier,read,openai-4o-default-d720-r2,2,720,4832,2026-07-06T17:15:12+00:00,0,4736,4844,570.1,0.006190,d_act=705.3
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r1,1,1200,4832,2026-07-06T17:15:42+00:00,4832,0,7,587.5,0.006047,d_act=1199.6
openai,openai-24h,ttl,read,openai-24h-d1200-r1,1,1200,4832,2026-07-06T17:15:46+00:00,0,0,4844,1966.6,0.002906,d_act=1201.3
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r1,1,1200,4832,2026-07-06T17:15:46+00:00,0,4834,7,676.9,0.000490,d_act=1200.0
openai,openai-inmem,ttl,read,openai-inmem-d1200-r1,1,1200,4832,2026-07-06T17:15:49+00:00,0,0,4847,732.9,0.002908,d_act=1200.2
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r2,2,1200,4832,2026-07-06T17:17:19+00:00,4835,0,7,1172.5,0.006051,d_act=1200.3
openai,openai-24h,ttl,read,openai-24h-d1200-r2,2,1200,4832,2026-07-06T17:17:21+00:00,0,0,4843,765.2,0.002906,d_act=1200.3
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r2,2,1200,4832,2026-07-06T17:17:23+00:00,0,4835,7,755.7,0.000491,d_act=1199.3
openai,openai-inmem,ttl,read,openai-inmem-d1200-r2,2,1200,4832,2026-07-06T17:17:25+00:00,0,0,4845,837.2,0.002907,d_act=1200.2
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r3,3,1200,4832,2026-07-06T17:18:55+00:00,4834,0,7,1000.3,0.006050,d_act=1200.2
openai,openai-24h,ttl,read,openai-24h-d1200-r3,3,1200,4832,2026-07-06T17:18:57+00:00,0,0,4844,870.5,0.002906,d_act=1200.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r3,3,1200,4832,2026-07-06T17:18:58+00:00,0,4832,7,577.4,0.000490,d_act=1199.8
openai,openai-inmem,ttl,read,openai-inmem-d1200-r3,3,1200,4832,2026-07-06T17:19:01+00:00,0,0,4844,1149.2,0.002906,d_act=1200.6
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r4,4,1200,4832,2026-07-06T17:20:31+00:00,4835,0,7,723.0,0.006051,d_act=1199.9
openai,openai-24h,ttl,read,openai-24h-d1200-r4,4,1200,4832,2026-07-06T17:20:33+00:00,0,0,4844,866.4,0.002906,d_act=1200.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r4,4,1200,4832,2026-07-06T17:20:35+00:00,0,4834,7,1105.3,0.000490,d_act=1200.4
openai,openai-inmem,ttl,read,openai-inmem-d1200-r4,4,1200,4832,2026-07-06T17:20:39+00:00,0,0,4843,2774.6,0.002906,d_act=1201.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d1200-r5,5,1200,4832,2026-07-06T17:22:07+00:00,4833,0,7,843.0,0.006048,d_act=1200.1
openai,openai-24h,ttl,read,openai-24h-d1200-r5,5,1200,4832,2026-07-06T17:22:09+00:00,0,0,4845,716.7,0.002907,d_act=1200.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d1200-r5,5,1200,4832,2026-07-06T17:22:12+00:00,0,4834,7,1807.5,0.000490,d_act=1201.1
openai,openai-inmem,ttl,read,openai-inmem-d1200-r5,5,1200,4832,2026-07-06T17:22:12+00:00,0,0,4846,522.6,0.002908,d_act=1200.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r0,0,2400,4832,2026-07-06T17:34:15+00:00,4833,0,7,1056.2,0.006048,d_act=2400.5
openai,openai-24h,ttl,read,openai-24h-d2400-r0,0,2400,4832,2026-07-06T17:34:18+00:00,0,0,4845,2268.2,0.002907,d_act=2401.8
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r0,0,2400,4832,2026-07-06T17:34:18+00:00,0,4833,7,566.9,0.000490,d_act=2399.8
openai,openai-inmem,ttl,read,openai-inmem-d2400-r0,0,2400,4832,2026-07-06T17:34:21+00:00,0,0,4843,870.5,0.002906,d_act=2399.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r1,1,2400,4832,2026-07-06T17:35:50+00:00,4834,0,7,608.2,0.006050,d_act=2399.9
openai,openai-24h,ttl,read,openai-24h-d2400-r1,1,2400,4832,2026-07-06T17:35:53+00:00,0,0,4841,1369.2,0.002905,d_act=2400.5
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r1,1,2400,4832,2026-07-06T17:35:55+00:00,0,4832,7,858.6,0.000490,d_act=2400.1
openai,openai-inmem,ttl,read,openai-inmem-d2400-r1,1,2400,4832,2026-07-06T17:35:57+00:00,0,0,4843,1041.4,0.002906,d_act=2400.5
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r2,2,2400,4832,2026-07-06T17:37:26+00:00,4833,0,7,650.8,0.006048,d_act=2400.0
openai,openai-24h,ttl,read,openai-24h-d2400-r2,2,2400,4832,2026-07-06T17:37:29+00:00,0,0,4844,1568.4,0.002906,d_act=2399.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r2,2,2400,4832,2026-07-06T17:37:31+00:00,0,4832,7,793.0,0.000490,d_act=2399.9
openai,openai-inmem,ttl,read,openai-inmem-d2400-r2,2,2400,4832,2026-07-06T17:37:33+00:00,0,0,4846,822.9,0.002908,d_act=2400.2
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r3,3,2400,4832,2026-07-06T17:39:03+00:00,4834,0,7,1607.3,0.006050,d_act=2401.0
openai,openai-24h,ttl,read,openai-24h-d2400-r3,3,2400,4832,2026-07-06T17:39:05+00:00,0,0,4842,1128.8,0.002905,d_act=2400.5
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r3,3,2400,4832,2026-07-06T17:39:06+00:00,0,4833,7,557.8,0.000490,d_act=2399.9
openai,openai-inmem,ttl,read,openai-inmem-d2400-r3,3,2400,4832,2026-07-06T17:39:08+00:00,0,0,4843,535.6,0.002906,d_act=2399.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r4,4,2400,4832,2026-07-06T17:40:40+00:00,4833,0,7,1783.9,0.006048,d_act=2401.0
openai,openai-24h,ttl,read,openai-24h-d2400-r4,4,2400,4832,2026-07-06T17:40:41+00:00,0,0,4844,1404.4,0.002906,d_act=2400.8
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r4,4,2400,4832,2026-07-06T17:40:43+00:00,0,4832,7,716.1,0.000490,d_act=2399.7
openai,openai-inmem,ttl,read,openai-inmem-d2400-r4,4,2400,4832,2026-07-06T17:40:45+00:00,0,0,4843,1265.8,0.002906,d_act=2400.7
anthropic,anthropic-5m,ttl,read,anthropic-5m-d2400-r5,5,2400,4832,2026-07-06T17:42:15+00:00,4834,0,7,792.1,0.006050,d_act=2398.5
openai,openai-24h,ttl,read,openai-24h-d2400-r5,5,2400,4832,2026-07-06T17:42:18+00:00,0,0,4847,2259.2,0.002908,d_act=2401.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d2400-r5,5,2400,4832,2026-07-06T17:42:18+00:00,0,4834,7,565.1,0.000490,d_act=2399.8
openai,openai-inmem,ttl,read,openai-inmem-d2400-r5,5,2400,4832,2026-07-06T17:42:21+00:00,0,0,4844,786.1,0.002906,d_act=2399.3
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r0,0,3600,4832,2026-07-06T17:54:23+00:00,4832,0,7,1332.6,0.006047,d_act=3600.5
openai,openai-24h,ttl,read,openai-24h-d3600-r0,0,3600,4832,2026-07-06T17:54:26+00:00,0,0,4845,1735.5,0.002907,d_act=3601.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r0,0,3600,4832,2026-07-06T17:54:27+00:00,0,4833,7,887.3,0.000490,d_act=3600.1
openai,openai-inmem,ttl,read,openai-inmem-d3600-r0,0,3600,4832,2026-07-06T17:54:29+00:00,0,0,4842,928.2,0.002905,d_act=3600.3
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r1,1,3600,4832,2026-07-06T17:55:59+00:00,4836,0,7,1043.2,0.006052,d_act=3600.4
openai,openai-24h,ttl,read,openai-24h-d3600-r1,1,3600,4832,2026-07-06T17:56:01+00:00,0,0,4842,921.9,0.002905,d_act=3600.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r1,1,3600,4832,2026-07-06T17:56:03+00:00,0,4833,7,1136.6,0.000490,d_act=3600.0
openai,openai-inmem,ttl,read,openai-inmem-d3600-r1,1,3600,4832,2026-07-06T17:56:04+00:00,0,0,4845,486.0,0.002907,d_act=3599.6
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r2,2,3600,4832,2026-07-06T17:57:35+00:00,4835,0,7,987.9,0.006051,d_act=3600.4
openai,openai-24h,ttl,read,openai-24h-d3600-r2,2,3600,4832,2026-07-06T17:57:37+00:00,0,0,4844,967.6,0.002906,d_act=3600.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r2,2,3600,4832,2026-07-06T17:57:39+00:00,0,4835,7,1042.7,0.000491,d_act=3600.1
openai,openai-inmem,ttl,read,openai-inmem-d3600-r2,2,3600,4832,2026-07-06T17:57:41+00:00,0,0,4842,1204.0,0.002905,d_act=3600.6
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r3,3,3600,4832,2026-07-06T17:59:11+00:00,4833,0,7,794.4,0.006048,d_act=3600.2
openai,openai-24h,ttl,read,openai-24h-d3600-r3,3,3600,4832,2026-07-06T17:59:13+00:00,0,0,4843,913.0,0.002906,d_act=3600.3
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r3,3,3600,4832,2026-07-06T17:59:15+00:00,0,4832,7,789.2,0.000490,d_act=3600.0
openai,openai-inmem,ttl,read,openai-inmem-d3600-r3,3,3600,4832,2026-07-06T17:59:17+00:00,0,0,4844,978.2,0.002906,d_act=3600.5
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r4,4,3600,4832,2026-07-06T18:00:47+00:00,4834,0,7,807.5,0.006050,d_act=3600.0
openai,openai-24h,ttl,read,openai-24h-d3600-r4,4,3600,4832,2026-07-06T18:00:49+00:00,0,0,4845,810.2,0.002907,d_act=3600.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r4,4,3600,4832,2026-07-06T18:00:51+00:00,0,4834,7,789.2,0.000490,d_act=3599.7
openai,openai-inmem,ttl,read,openai-inmem-d3600-r4,4,3600,4832,2026-07-06T18:00:52+00:00,0,0,4843,684.1,0.002906,d_act=3600.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d3600-r5,5,3600,4832,2026-07-06T18:02:23+00:00,4834,0,7,920.0,0.006050,d_act=3600.0
openai,openai-24h,ttl,read,openai-24h-d3600-r5,5,3600,4832,2026-07-06T18:02:25+00:00,0,0,4842,740.6,0.002905,d_act=3600.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d3600-r5,5,3600,4832,2026-07-06T18:02:27+00:00,0,4832,7,838.5,0.000490,d_act=3600.2
openai,openai-inmem,ttl,read,openai-inmem-d3600-r5,5,3600,4832,2026-07-06T18:02:28+00:00,0,0,4845,661.0,0.002907,d_act=3599.1
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r0,0,7200,4832,2026-07-06T18:54:31+00:00,4832,0,7,1622.6,0.006047,d_act=7200.8
openai,openai-24h,ttl,read,openai-24h-d7200-r0,0,7200,4832,2026-07-06T18:54:34+00:00,0,0,4844,1901.7,0.002906,d_act=7201.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r0,0,7200,4832,2026-07-06T18:54:35+00:00,4832,0,7,763.6,0.009671,d_act=7199.8
openai,openai-inmem,ttl,read,openai-inmem-d7200-r0,0,7200,4832,2026-07-06T18:54:38+00:00,0,0,4843,1826.3,0.002906,d_act=7200.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r1,1,7200,4832,2026-07-06T18:56:07+00:00,4834,0,7,717.0,0.006050,d_act=7199.9
openai,openai-24h,ttl,read,openai-24h-d7200-r1,1,7200,4832,2026-07-06T18:56:09+00:00,0,0,4842,951.0,0.002905,d_act=7200.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r1,1,7200,4832,2026-07-06T18:56:10+00:00,4834,0,7,665.0,0.009675,d_act=7200.1
openai,openai-inmem,ttl,read,openai-inmem-d7200-r1,1,7200,4832,2026-07-06T18:56:12+00:00,0,0,4844,618.9,0.002906,d_act=7200.1
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r2,2,7200,4832,2026-07-06T18:57:42+00:00,4832,0,7,687.6,0.006047,d_act=7200.1
openai,openai-24h,ttl,read,openai-24h-d7200-r2,2,7200,4832,2026-07-06T18:57:44+00:00,0,0,4846,610.4,0.002908,d_act=7200.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r2,2,7200,4832,2026-07-06T18:57:47+00:00,4833,0,7,759.7,0.009673,d_act=7200.0
openai,openai-inmem,ttl,read,openai-inmem-d7200-r2,2,7200,4832,2026-07-06T18:57:49+00:00,0,0,4843,824.5,0.002906,d_act=7200.2
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r3,3,7200,4832,2026-07-06T18:59:19+00:00,4835,0,7,830.8,0.006051,d_act=7200.2
openai,openai-24h,ttl,read,openai-24h-d7200-r3,3,7200,4832,2026-07-06T18:59:21+00:00,0,0,4843,1158.4,0.002906,d_act=7200.6
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r3,3,7200,4832,2026-07-06T18:59:24+00:00,4833,0,7,1872.8,0.009673,d_act=7199.5
openai,openai-inmem,ttl,read,openai-inmem-d7200-r3,3,7200,4832,2026-07-06T18:59:25+00:00,0,0,4845,895.4,0.002907,d_act=7200.3
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r4,4,7200,4832,2026-07-06T19:00:55+00:00,4833,0,7,1359.7,0.006048,d_act=7200.5
openai,openai-24h,ttl,read,openai-24h-d7200-r4,4,7200,4832,2026-07-06T19:00:58+00:00,0,0,4846,1712.6,0.002908,d_act=7201.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r4,4,7200,4832,2026-07-06T19:00:58+00:00,4833,0,7,637.8,0.009673,d_act=7200.0
openai,openai-inmem,ttl,read,openai-inmem-d7200-r4,4,7200,4832,2026-07-06T19:01:01+00:00,0,0,4845,1303.7,0.002907,d_act=7200.8
anthropic,anthropic-5m,ttl,read,anthropic-5m-d7200-r5,5,7200,4832,2026-07-06T19:02:31+00:00,4834,0,7,975.2,0.006050,d_act=7198.2
openai,openai-24h,ttl,read,openai-24h-d7200-r5,5,7200,4832,2026-07-06T19:02:33+00:00,0,0,4843,1638.9,0.002906,d_act=7199.6
anthropic,anthropic-1h,ttl,read,anthropic-1h-d7200-r5,5,7200,4832,2026-07-06T19:02:35+00:00,4832,0,7,817.7,0.009671,d_act=7200.0
openai,openai-inmem,ttl,read,openai-inmem-d7200-r5,5,7200,4832,2026-07-06T19:02:36+00:00,0,0,4845,597.9,0.002907,d_act=7199.9
anthropic,,meta,meta,,,,,2026-07-06T19:02:36+00:00,,,,,0.000000,bisect_bracket:anthropic:lo=4058:hi=4118
openai,,meta,meta,,,,,2026-07-06T19:02:36+00:00,,,,,0.000000,bisect_bracket:openai:lo=1016:hi=1040
meta,,meta,meta,,,,,2026-07-06T19:02:36+00:00,,,,,2.820554,campaign_total_est_cost
